cell.type,sample.id,file.i,N.data,max.segments,sum.splits,max.depth
monocyte,McGill0101,63,885,19,5016,6
monocyte,McGill0101,63,885,N.data,10161,21
monocyte,McGill0104,63,1419,19,9671,8
monocyte,McGill0104,63,1419,N.data,19809,28
bcell,McGill0091,63,1341,19,7455,6
bcell,McGill0091,63,1341,N.data,17336,25
bcell,McGill0322,63,2726,19,14314,8
bcell,McGill0322,63,2726,N.data,38169,31
tcell,McGill0004,64,4142,19,22401,7
tcell,McGill0004,64,4142,N.data,62532,29
tcell,McGill0005,64,5800,19,33891,7
tcell,McGill0005,64,5800,N.data,93295,32
tcell,McGill0006,64,4550,19,30170,8
tcell,McGill0006,64,4550,N.data,82745,36
tcell,McGill0007,64,4036,19,26525,10
tcell,McGill0007,64,4036,N.data,65556,33
tcell,McGill0008,64,5258,19,27089,7
tcell,McGill0008,64,5258,N.data,79308,29
tcell,McGill0009,64,5125,19,23939,7
tcell,McGill0009,64,5125,N.data,75841,31
tcell,McGill0010,64,3761,19,20523,6
tcell,McGill0010,64,3761,N.data,56986,34
tcell,McGill0011,64,4733,19,23326,8
tcell,McGill0011,64,4733,N.data,69547,28
tcell,McGill0024,64,3823,19,20418,6
tcell,McGill0024,64,3823,N.data,60691,36
tcell,McGill0025,64,6555,19,41321,6
tcell,McGill0025,64,6555,N.data,122874,40
tcell,McGill0026,64,3773,19,22888,7
tcell,McGill0026,64,3773,N.data,62184,37
tcell,McGill0027,64,4512,19,32712,8
tcell,McGill0027,64,4512,N.data,93228,47
tcell,McGill0028,64,5391,19,36691,9
tcell,McGill0028,64,5391,N.data,90183,38
tcell,McGill0029,64,5319,19,33085,7
tcell,McGill0029,64,5319,N.data,95069,42
tcell,McGill0059,64,3862,19,21853,7
tcell,McGill0059,64,3862,N.data,57868,34
tcell,McGill0095,64,3499,19,18597,7
tcell,McGill0095,64,3499,N.data,48594,26
tcell,McGill0102,64,3952,19,22461,7
tcell,McGill0102,64,3952,N.data,59525,36
tcell,McGill0106,64,2975,19,17122,6
tcell,McGill0106,64,2975,N.data,41365,28
tcell,McGill0107,64,4476,19,26238,7
tcell,McGill0107,64,4476,N.data,71226,31
monocyte,McGill0001,64,9727,19,55631,7
monocyte,McGill0001,64,9727,N.data,151778,31
monocyte,McGill0002,64,12001,19,68309,6
monocyte,McGill0002,64,12001,N.data,188259,29
monocyte,McGill0058,64,4375,19,26309,7
monocyte,McGill0058,64,4375,N.data,63400,27
monocyte,McGill0079,64,9339,19,54035,7
monocyte,McGill0079,64,9339,N.data,144666,28
monocyte,McGill0101,64,3581,19,20166,8
monocyte,McGill0101,64,3581,N.data,51292,30
monocyte,McGill0104,64,4562,19,27164,9
monocyte,McGill0104,64,4562,N.data,64177,25
bcell,McGill0091,64,2802,19,16554,10
bcell,McGill0091,64,2802,N.data,38532,27
bcell,McGill0322,64,4309,19,23868,7
bcell,McGill0322,64,4309,N.data,61644,27
monocyte,McGill0001,65,7860,19,42787,7
monocyte,McGill0001,65,7860,N.data,115967,27
monocyte,McGill0002,65,11205,19,58908,7
monocyte,McGill0002,65,11205,N.data,171355,26
monocyte,McGill0058,65,4083,19,23165,6
monocyte,McGill0058,65,4083,N.data,55846,25
monocyte,McGill0079,65,10340,19,56427,6
monocyte,McGill0079,65,10340,N.data,156535,27
monocyte,McGill0101,65,3580,19,19686,6
monocyte,McGill0101,65,3580,N.data,47481,23
monocyte,McGill0104,65,4719,19,26251,6
monocyte,McGill0104,65,4719,N.data,67182,25
bcell,McGill0091,65,1722,19,9334,7
bcell,McGill0091,65,1722,N.data,21451,23
bcell,McGill0322,65,3685,19,20038,8
bcell,McGill0322,65,3685,N.data,48804,23
tcell,McGill0004,65,2414,19,15406,9
tcell,McGill0004,65,2414,N.data,34372,29
tcell,McGill0005,65,4820,19,26230,7
tcell,McGill0005,65,4820,N.data,67761,26
tcell,McGill0006,65,2359,19,13429,8
tcell,McGill0006,65,2359,N.data,34694,26
tcell,McGill0007,65,2454,19,13691,8
tcell,McGill0007,65,2454,N.data,32369,31
tcell,McGill0008,65,4353,19,23341,8
tcell,McGill0008,65,4353,N.data,61127,27
tcell,McGill0009,65,4074,19,21458,7
tcell,McGill0009,65,4074,N.data,55094,24
tcell,McGill0010,65,2144,19,12533,7
tcell,McGill0010,65,2144,N.data,30847,29
tcell,McGill0011,65,3581,19,19037,7
tcell,McGill0011,65,3581,N.data,47762,25
tcell,McGill0024,65,2575,19,13831,9
tcell,McGill0024,65,2575,N.data,37807,32
tcell,McGill0025,65,3797,19,19373,7
tcell,McGill0025,65,3797,N.data,55013,30
tcell,McGill0026,65,2322,19,17713,10
tcell,McGill0026,65,2322,N.data,37561,31
tcell,McGill0027,65,2831,19,16610,7
tcell,McGill0027,65,2831,N.data,39058,29
tcell,McGill0028,65,3135,19,16264,7
tcell,McGill0028,65,3135,N.data,41856,25
tcell,McGill0029,65,2725,19,16854,8
tcell,McGill0029,65,2725,N.data,38462,28
tcell,McGill0059,65,2762,19,15195,9
tcell,McGill0059,65,2762,N.data,38087,25
tcell,McGill0095,65,2450,19,13315,8
tcell,McGill0095,65,2450,N.data,32823,27
tcell,McGill0102,65,3202,19,18028,7
tcell,McGill0102,65,3202,N.data,42674,22
tcell,McGill0106,65,2576,19,14698,6
tcell,McGill0106,65,2576,N.data,33237,23
tcell,McGill0107,65,2507,19,14060,6
tcell,McGill0107,65,2507,N.data,33059,25
tcell,McGill0004,66,4630,19,19585,8
tcell,McGill0004,66,4630,N.data,68118,29
tcell,McGill0005,66,5693,19,34274,8
tcell,McGill0005,66,5693,N.data,99749,37
tcell,McGill0006,66,4448,19,23561,8
tcell,McGill0006,66,4448,N.data,70722,30
tcell,McGill0007,66,4214,19,25606,7
tcell,McGill0007,66,4214,N.data,62295,29
tcell,McGill0008,66,5309,19,31257,8
tcell,McGill0008,66,5309,N.data,88668,39
tcell,McGill0009,66,5147,19,27564,8
tcell,McGill0009,66,5147,N.data,80156,30
tcell,McGill0010,66,4226,19,23669,7
tcell,McGill0010,66,4226,N.data,61946,27
tcell,McGill0011,66,3975,19,22869,7
tcell,McGill0011,66,3975,N.data,58292,29
tcell,McGill0024,66,4106,19,20060,6
tcell,McGill0024,66,4106,N.data,67721,35
tcell,McGill0025,66,6352,19,35468,6
tcell,McGill0025,66,6352,N.data,101717,30
tcell,McGill0026,66,3514,19,19364,7
tcell,McGill0026,66,3514,N.data,52070,28
tcell,McGill0027,66,4614,19,29737,7
tcell,McGill0027,66,4614,N.data,74116,28
tcell,McGill0028,66,4887,19,25741,7
tcell,McGill0028,66,4887,N.data,80885,33
tcell,McGill0029,66,6330,19,30526,6
tcell,McGill0029,66,6330,N.data,91668,26
tcell,McGill0059,66,4378,19,23538,7
tcell,McGill0059,66,4378,N.data,72425,37
tcell,McGill0095,66,4099,19,22447,7
tcell,McGill0095,66,4099,N.data,60348,29
tcell,McGill0102,66,3915,19,23472,7
tcell,McGill0102,66,3915,N.data,58359,29
tcell,McGill0106,66,2911,19,19565,8
tcell,McGill0106,66,2911,N.data,44108,30
tcell,McGill0107,66,4776,19,22842,7
tcell,McGill0107,66,4776,N.data,77235,31
monocyte,McGill0001,66,5825,19,33312,7
monocyte,McGill0001,66,5825,N.data,87749,30
monocyte,McGill0002,66,5291,19,30810,6
monocyte,McGill0002,66,5291,N.data,77758,25
monocyte,McGill0058,66,1965,19,11380,7
monocyte,McGill0058,66,1965,N.data,24878,22
monocyte,McGill0079,66,3187,19,20254,8
monocyte,McGill0079,66,3187,N.data,45330,25
monocyte,McGill0101,66,1867,19,11873,8
monocyte,McGill0101,66,1867,N.data,25166,27
monocyte,McGill0104,66,2446,19,13487,6
monocyte,McGill0104,66,2446,N.data,32866,26
bcell,McGill0091,66,3114,19,18851,7
bcell,McGill0091,66,3114,N.data,49463,32
bcell,McGill0322,66,3689,19,23184,7
bcell,McGill0322,66,3689,N.data,58902,31
tcell,McGill0004,67,49386,19,275895,7
tcell,McGill0004,67,49386,N.data,1152571,43
tcell,McGill0005,67,65195,19,333279,9
tcell,McGill0005,67,65195,N.data,1442574,59
tcell,McGill0006,67,52288,19,277892,5
tcell,McGill0006,67,52288,N.data,1498122,65
tcell,McGill0007,67,43367,19,267375,8
tcell,McGill0007,67,43367,N.data,1049271,52
tcell,McGill0008,67,50735,19,258101,9
tcell,McGill0008,67,50735,N.data,1162008,53
tcell,McGill0009,67,49452,19,248982,8
tcell,McGill0009,67,49452,N.data,1154353,49
tcell,McGill0010,67,45155,19,233718,7
tcell,McGill0010,67,45155,N.data,1060544,49
tcell,McGill0011,67,47487,19,243181,8
tcell,McGill0011,67,47487,N.data,1374359,70
tcell,McGill0024,67,41406,19,255773,8
tcell,McGill0024,67,41406,N.data,1055399,63
tcell,McGill0025,67,75378,19,447238,6
tcell,McGill0025,67,75378,N.data,1761154,46
tcell,McGill0026,67,39999,19,215521,7
tcell,McGill0026,67,39999,N.data,1025954,58
tcell,McGill0027,67,53294,19,328710,7
tcell,McGill0027,67,53294,N.data,1358777,62
tcell,McGill0028,67,54746,19,300521,7
tcell,McGill0028,67,54746,N.data,1315789,64
tcell,McGill0029,67,65696,19,397218,6
tcell,McGill0029,67,65696,N.data,1480626,49
tcell,McGill0059,67,53222,19,354537,7
tcell,McGill0059,67,53222,N.data,1159267,46
tcell,McGill0095,67,46549,19,288165,6
tcell,McGill0095,67,46549,N.data,1040849,46
tcell,McGill0102,67,50348,19,295722,7
tcell,McGill0102,67,50348,N.data,1029169,48
tcell,McGill0106,67,39028,19,229270,8
tcell,McGill0106,67,39028,N.data,787655,47
tcell,McGill0107,67,62691,19,447593,8
tcell,McGill0107,67,62691,N.data,1379504,56
monocyte,McGill0001,67,60927,19,334079,6
monocyte,McGill0001,67,60927,N.data,1407638,52
monocyte,McGill0002,67,52771,19,281912,9
monocyte,McGill0002,67,52771,N.data,1086319,43
monocyte,McGill0058,67,22316,19,137381,8
monocyte,McGill0058,67,22316,N.data,447951,45
monocyte,McGill0079,67,26130,19,147082,7
monocyte,McGill0079,67,26130,N.data,496688,41
monocyte,McGill0101,67,17425,19,116906,8
monocyte,McGill0101,67,17425,N.data,339241,49
monocyte,McGill0104,67,26305,19,167261,8
monocyte,McGill0104,67,26305,N.data,559270,52
bcell,McGill0091,67,41952,19,397915,12
bcell,McGill0091,67,41952,N.data,1024679,49
bcell,McGill0322,67,61721,19,299118,8
bcell,McGill0322,67,61721,N.data,1290482,44
tcell,McGill0004,68,9311,19,56790,7
tcell,McGill0004,68,9311,N.data,177073,37
tcell,McGill0005,68,10432,19,53429,6
tcell,McGill0005,68,10432,N.data,194258,42
tcell,McGill0006,68,9421,19,70171,10
tcell,McGill0006,68,9421,N.data,214693,52
tcell,McGill0007,68,8178,19,45419,8
tcell,McGill0007,68,8178,N.data,139870,31
tcell,McGill0008,68,8737,19,47826,7
tcell,McGill0008,68,8737,N.data,156593,39
tcell,McGill0009,68,9051,19,57203,7
tcell,McGill0009,68,9051,N.data,185212,49
tcell,McGill0010,68,8589,19,57104,8
tcell,McGill0010,68,8589,N.data,164798,41
tcell,McGill0011,68,7638,19,44010,6
tcell,McGill0011,68,7638,N.data,157761,42
tcell,McGill0024,68,6997,19,43759,9
tcell,McGill0024,68,6997,N.data,133471,42
tcell,McGill0025,68,13416,19,83230,8
tcell,McGill0025,68,13416,N.data,264660,38
tcell,McGill0026,68,7254,19,58595,11
tcell,McGill0026,68,7254,N.data,156126,54
tcell,McGill0027,68,9936,19,70945,8
tcell,McGill0027,68,9936,N.data,196383,42
tcell,McGill0028,68,9520,19,56885,8
tcell,McGill0028,68,9520,N.data,192809,49
tcell,McGill0029,68,13300,19,82098,8
tcell,McGill0029,68,13300,N.data,250269,37
tcell,McGill0059,68,11460,19,61520,8
tcell,McGill0059,68,11460,N.data,191656,30
tcell,McGill0095,68,10259,19,62207,8
tcell,McGill0095,68,10259,N.data,177875,35
tcell,McGill0102,68,9982,19,61288,7
tcell,McGill0102,68,9982,N.data,167785,34
tcell,McGill0106,68,7834,19,47624,8
tcell,McGill0106,68,7834,N.data,129739,36
tcell,McGill0107,68,12343,19,68897,10
tcell,McGill0107,68,12343,N.data,206218,32
monocyte,McGill0001,68,13904,19,55322,7
monocyte,McGill0001,68,13904,N.data,233389,33
monocyte,McGill0002,68,14442,19,70931,7
monocyte,McGill0002,68,14442,N.data,243775,37
monocyte,McGill0058,68,7169,19,35419,9
monocyte,McGill0058,68,7169,N.data,109820,34
monocyte,McGill0079,68,9178,19,49261,7
monocyte,McGill0079,68,9178,N.data,140775,32
monocyte,McGill0101,68,6981,19,37837,9
monocyte,McGill0101,68,6981,N.data,104633,28
monocyte,McGill0104,68,8306,19,47855,7
monocyte,McGill0104,68,8306,N.data,130714,37
bcell,McGill0091,68,9692,19,48297,7
bcell,McGill0091,68,9692,N.data,150621,29
bcell,McGill0322,68,11294,19,69910,9
bcell,McGill0322,68,11294,N.data,192868,37
tcell,McGill0004,69,7911,19,44746,9
tcell,McGill0004,69,7911,N.data,123051,30
tcell,McGill0005,69,13067,19,75365,7
tcell,McGill0005,69,13067,N.data,220996,41
tcell,McGill0006,69,6538,19,33797,7
tcell,McGill0006,69,6538,N.data,106271,36
tcell,McGill0007,69,7774,19,45115,7
tcell,McGill0007,69,7774,N.data,122837,34
tcell,McGill0008,69,11684,19,65267,8
tcell,McGill0008,69,11684,N.data,187266,31
tcell,McGill0009,69,11230,19,65929,8
tcell,McGill0009,69,11230,N.data,185850,36
tcell,McGill0010,69,7449,19,45266,9
tcell,McGill0010,69,7449,N.data,120837,32
tcell,McGill0011,69,9514,19,53209,9
tcell,McGill0011,69,9514,N.data,154922,32
tcell,McGill0024,69,8795,19,52373,8
tcell,McGill0024,69,8795,N.data,138207,29
tcell,McGill0025,69,10539,19,57093,8
tcell,McGill0025,69,10539,N.data,169263,34
tcell,McGill0026,69,6127,19,34264,8
tcell,McGill0026,69,6127,N.data,93760,30
tcell,McGill0027,69,8166,19,49189,8
tcell,McGill0027,69,8166,N.data,136928,33
tcell,McGill0028,69,8562,19,43771,10
tcell,McGill0028,69,8562,N.data,144437,36
tcell,McGill0029,69,9617,19,53950,8
tcell,McGill0029,69,9617,N.data,154641,30
tcell,McGill0059,69,11139,19,60672,7
tcell,McGill0059,69,11139,N.data,171022,27
tcell,McGill0095,69,9761,19,52342,6
tcell,McGill0095,69,9761,N.data,145554,27
tcell,McGill0102,69,9747,19,52552,6
tcell,McGill0102,69,9747,N.data,143839,28
tcell,McGill0106,69,7486,19,39908,8
tcell,McGill0106,69,7486,N.data,110850,29
tcell,McGill0107,69,9482,19,51681,7
tcell,McGill0107,69,9482,N.data,145297,30
bcell,McGill0091,69,5104,19,28226,7
bcell,McGill0091,69,5104,N.data,72953,26
bcell,McGill0322,69,7249,19,44713,8
bcell,McGill0322,69,7249,N.data,112232,28
monocyte,McGill0001,69,6801,19,37474,6
monocyte,McGill0001,69,6801,N.data,108073,34
monocyte,McGill0002,69,5984,19,32502,6
monocyte,McGill0002,69,5984,N.data,88571,31
monocyte,McGill0058,69,2401,19,13615,8
monocyte,McGill0058,69,2401,N.data,33356,28
monocyte,McGill0079,69,3994,19,23364,7
monocyte,McGill0079,69,3994,N.data,56444,30
monocyte,McGill0101,69,2160,19,12080,8
monocyte,McGill0101,69,2160,N.data,28696,23
monocyte,McGill0104,69,3163,19,18184,8
monocyte,McGill0104,69,3163,N.data,44498,33
tcell,McGill0004,70,34176,19,147415,7
tcell,McGill0004,70,34176,N.data,707895,42
tcell,McGill0005,70,38945,19,176934,6
tcell,McGill0005,70,38945,N.data,859573,46
tcell,McGill0006,70,34821,19,170965,8
tcell,McGill0006,70,34821,N.data,832765,56
tcell,McGill0007,70,30276,19,134417,6
tcell,McGill0007,70,30276,N.data,673997,46
tcell,McGill0008,70,34199,19,153972,6
tcell,McGill0008,70,34199,N.data,812827,55
tcell,McGill0009,70,34365,19,146936,7
tcell,McGill0009,70,34365,N.data,746324,64
tcell,McGill0010,70,32040,19,138576,6
tcell,McGill0010,70,32040,N.data,671858,50
tcell,McGill0011,70,29672,19,138607,7
tcell,McGill0011,70,29672,N.data,677310,61
tcell,McGill0024,70,27339,19,125734,6
tcell,McGill0024,70,27339,N.data,554598,47
tcell,McGill0025,70,51699,19,274521,6
tcell,McGill0025,70,51699,N.data,1113963,48
tcell,McGill0026,70,26586,19,130561,7
tcell,McGill0026,70,26586,N.data,679831,58
tcell,McGill0027,70,35689,19,189184,8
tcell,McGill0027,70,35689,N.data,858254,53
tcell,McGill0028,70,35918,19,179887,7
tcell,McGill0028,70,35918,N.data,837380,54
tcell,McGill0029,70,47653,19,268482,6
tcell,McGill0029,70,47653,N.data,1011667,48
tcell,McGill0059,70,37166,19,171145,7
tcell,McGill0059,70,37166,N.data,716245,49
tcell,McGill0095,70,33543,19,158665,6
tcell,McGill0095,70,33543,N.data,640245,44
tcell,McGill0102,70,32199,19,183631,8
tcell,McGill0102,70,32199,N.data,616919,49
tcell,McGill0106,70,25373,19,139702,8
tcell,McGill0106,70,25373,N.data,478153,39
tcell,McGill0107,70,41457,19,186263,6
tcell,McGill0107,70,41457,N.data,814431,46
monocyte,McGill0001,70,42391,19,192025,5
monocyte,McGill0001,70,42391,N.data,904798,51
monocyte,McGill0002,70,37461,19,157170,6
monocyte,McGill0002,70,37461,N.data,690466,44
monocyte,McGill0058,70,17945,19,85656,6
monocyte,McGill0058,70,17945,N.data,325430,41
monocyte,McGill0079,70,19015,19,88849,7
monocyte,McGill0079,70,19015,N.data,325518,39
monocyte,McGill0101,70,12243,19,61939,5
monocyte,McGill0101,70,12243,N.data,206865,38
monocyte,McGill0104,70,17595,19,86301,5
monocyte,McGill0104,70,17595,N.data,344658,56
bcell,McGill0091,70,27393,19,129046,6
bcell,McGill0091,70,27393,N.data,516047,45
bcell,McGill0322,70,34311,19,221045,8
bcell,McGill0322,70,34311,N.data,742889,56
monocyte,McGill0001,71,7885,19,41011,8
monocyte,McGill0001,71,7885,N.data,140395,41
monocyte,McGill0002,71,7500,19,41739,7
monocyte,McGill0002,71,7500,N.data,114652,29
monocyte,McGill0058,71,3914,19,21339,8
monocyte,McGill0058,71,3914,N.data,56752,30
monocyte,McGill0079,71,4041,19,25478,8
monocyte,McGill0079,71,4041,N.data,58731,31
monocyte,McGill0101,71,2967,19,15503,6
monocyte,McGill0101,71,2967,N.data,41001,28
monocyte,McGill0104,71,4124,19,22627,6
monocyte,McGill0104,71,4124,N.data,58526,31
tcell,McGill0004,71,6860,19,33261,7
tcell,McGill0004,71,6860,N.data,112477,30
tcell,McGill0005,71,8344,19,43386,8
tcell,McGill0005,71,8344,N.data,133339,32
tcell,McGill0006,71,6030,19,31845,6
tcell,McGill0006,71,6030,N.data,98726,35
tcell,McGill0007,71,6110,19,33816,8
tcell,McGill0007,71,6110,N.data,93907,29
tcell,McGill0008,71,7214,19,35555,7
tcell,McGill0008,71,7214,N.data,115826,30
tcell,McGill0009,71,7485,19,43691,7
tcell,McGill0009,71,7485,N.data,124969,33
tcell,McGill0010,71,7421,19,50155,7
tcell,McGill0010,71,7421,N.data,130233,36
tcell,McGill0011,71,5265,19,27299,8
tcell,McGill0011,71,5265,N.data,84824,33
tcell,McGill0024,71,6358,19,33672,7
tcell,McGill0024,71,6358,N.data,101697,31
tcell,McGill0025,71,9269,19,37683,9
tcell,McGill0025,71,9269,N.data,160018,33
tcell,McGill0026,71,5486,19,37426,8
tcell,McGill0026,71,5486,N.data,99782,34
tcell,McGill0027,71,6943,19,45186,8
tcell,McGill0027,71,6943,N.data,117508,33
tcell,McGill0028,71,7153,19,40184,7
tcell,McGill0028,71,7153,N.data,131151,37
tcell,McGill0029,71,10148,19,56836,8
tcell,McGill0029,71,10148,N.data,167719,31
tcell,McGill0059,71,8944,19,53002,8
tcell,McGill0059,71,8944,N.data,142550,33
tcell,McGill0095,71,8889,19,52133,7
tcell,McGill0095,71,8889,N.data,143645,40
tcell,McGill0102,71,6553,19,34675,7
tcell,McGill0102,71,6553,N.data,97649,32
tcell,McGill0106,71,4811,19,26675,6
tcell,McGill0106,71,4811,N.data,71625,27
tcell,McGill0107,71,9115,19,53020,9
tcell,McGill0107,71,9115,N.data,150822,32
bcell,McGill0091,71,6761,19,36003,6
bcell,McGill0091,71,6761,N.data,100236,28
bcell,McGill0322,71,6596,19,35359,6
bcell,McGill0322,71,6596,N.data,98143,29
tcell,McGill0004,72,7732,19,43162,7
tcell,McGill0004,72,7732,N.data,119830,36
tcell,McGill0005,72,13136,19,70580,6
tcell,McGill0005,72,13136,N.data,211841,32
tcell,McGill0006,72,6718,19,38688,7
tcell,McGill0006,72,6718,N.data,121299,39
tcell,McGill0007,72,7622,19,40626,7
tcell,McGill0007,72,7622,N.data,125080,40
tcell,McGill0008,72,10993,19,59951,7
tcell,McGill0008,72,10993,N.data,178375,33
tcell,McGill0009,72,10934,19,54883,6
tcell,McGill0009,72,10934,N.data,172530,31
tcell,McGill0010,72,7639,19,44987,7
tcell,McGill0010,72,7639,N.data,121956,39
tcell,McGill0011,72,8782,19,46128,7
tcell,McGill0011,72,8782,N.data,137887,30
tcell,McGill0024,72,8781,19,46502,6
tcell,McGill0024,72,8781,N.data,141998,38
tcell,McGill0025,72,10414,19,56111,7
tcell,McGill0025,72,10414,N.data,172169,36
tcell,McGill0026,72,6306,19,34709,6
tcell,McGill0026,72,6306,N.data,99120,36
tcell,McGill0027,72,8264,19,42041,7
tcell,McGill0027,72,8264,N.data,134546,41
tcell,McGill0028,72,8668,19,42070,7
tcell,McGill0028,72,8668,N.data,158473,44
tcell,McGill0029,72,9238,19,57870,7
tcell,McGill0029,72,9238,N.data,154287,39
tcell,McGill0059,72,11140,19,58708,7
tcell,McGill0059,72,11140,N.data,171720,31
tcell,McGill0095,72,9617,19,50968,6
tcell,McGill0095,72,9617,N.data,145202,29
tcell,McGill0102,72,10199,19,53986,6
tcell,McGill0102,72,10199,N.data,162314,33
tcell,McGill0106,72,7382,19,40984,7
tcell,McGill0106,72,7382,N.data,111687,31
tcell,McGill0107,72,10034,19,60325,7
tcell,McGill0107,72,10034,N.data,165203,34
monocyte,McGill0001,72,8508,19,48666,8
monocyte,McGill0001,72,8508,N.data,134770,29
monocyte,McGill0002,72,9377,19,56999,10
monocyte,McGill0002,72,9377,N.data,145569,29
monocyte,McGill0058,72,2788,19,16217,9
monocyte,McGill0058,72,2788,N.data,38590,27
monocyte,McGill0079,72,6343,19,39646,7
monocyte,McGill0079,72,6343,N.data,100544,29
monocyte,McGill0101,72,2853,19,16769,7
monocyte,McGill0101,72,2853,N.data,39051,26
monocyte,McGill0104,72,3890,19,22807,9
monocyte,McGill0104,72,3890,N.data,55434,27
bcell,McGill0091,72,11368,19,68346,7
bcell,McGill0091,72,11368,N.data,180444,28
bcell,McGill0322,72,12593,19,74661,8
bcell,McGill0322,72,12593,N.data,201786,29
tcell,McGill0004,73,4922,19,29125,7
tcell,McGill0004,73,4922,N.data,76746,28
tcell,McGill0005,73,6546,19,33646,8
tcell,McGill0005,73,6546,N.data,104356,30
tcell,McGill0006,73,4382,19,34432,11
tcell,McGill0006,73,4382,N.data,80162,36
tcell,McGill0007,73,4302,19,23033,8
tcell,McGill0007,73,4302,N.data,64169,30
tcell,McGill0008,73,5395,19,31772,7
tcell,McGill0008,73,5395,N.data,86377,32
tcell,McGill0009,73,5837,19,32916,7
tcell,McGill0009,73,5837,N.data,86662,31
tcell,McGill0010,73,5074,19,29435,8
tcell,McGill0010,73,5074,N.data,77083,27
tcell,McGill0011,73,4011,19,22210,7
tcell,McGill0011,73,4011,N.data,59479,29
tcell,McGill0024,73,4562,19,27137,8
tcell,McGill0024,73,4562,N.data,73952,35
tcell,McGill0025,73,6598,19,34095,7
tcell,McGill0025,73,6598,N.data,107419,34
tcell,McGill0026,73,3751,19,22161,6
tcell,McGill0026,73,3751,N.data,57842,33
tcell,McGill0027,73,4868,19,28503,9
tcell,McGill0027,73,4868,N.data,74662,32
tcell,McGill0028,73,5229,19,31196,8
tcell,McGill0028,73,5229,N.data,80991,29
tcell,McGill0029,73,6810,19,38537,7
tcell,McGill0029,73,6810,N.data,105700,30
tcell,McGill0059,73,5375,19,29564,9
tcell,McGill0059,73,5375,N.data,77441,25
tcell,McGill0095,73,5336,19,29116,6
tcell,McGill0095,73,5336,N.data,80846,28
tcell,McGill0102,73,4044,19,24379,8
tcell,McGill0102,73,4044,N.data,64042,32
tcell,McGill0106,73,3155,19,16803,8
tcell,McGill0106,73,3155,N.data,45571,26
tcell,McGill0107,73,5540,19,31975,8
tcell,McGill0107,73,5540,N.data,87166,31
monocyte,McGill0001,73,5513,19,29431,6
monocyte,McGill0001,73,5513,N.data,83038,29
monocyte,McGill0002,73,5420,19,29656,7
monocyte,McGill0002,73,5420,N.data,83130,37
monocyte,McGill0058,73,2239,19,11171,6
monocyte,McGill0058,73,2239,N.data,32960,41
monocyte,McGill0079,73,2911,19,16210,7
monocyte,McGill0079,73,2911,N.data,38899,24
monocyte,McGill0101,73,1818,19,9975,8
monocyte,McGill0101,73,1818,N.data,23281,26
monocyte,McGill0104,73,2355,19,13082,7
monocyte,McGill0104,73,2355,N.data,37929,41
bcell,McGill0091,73,3714,19,21770,8
bcell,McGill0091,73,3714,N.data,52156,25
bcell,McGill0322,73,3937,19,23042,6
bcell,McGill0322,73,3937,N.data,62604,33
monocyte,McGill0001,74,10002,19,46168,6
monocyte,McGill0001,74,10002,N.data,158692,31
monocyte,McGill0002,74,9693,19,53248,6
monocyte,McGill0002,74,9693,N.data,153101,32
monocyte,McGill0058,74,4779,19,26093,6
monocyte,McGill0058,74,4779,N.data,69968,30
monocyte,McGill0079,74,5275,19,30794,6
monocyte,McGill0079,74,5275,N.data,77050,28
monocyte,McGill0101,74,3969,19,24102,7
monocyte,McGill0101,74,3969,N.data,59634,40
monocyte,McGill0104,74,4806,19,23849,6
monocyte,McGill0104,74,4806,N.data,74011,33
tcell,McGill0004,74,6095,19,35820,7
tcell,McGill0004,74,6095,N.data,105075,35
tcell,McGill0005,74,6961,19,32181,8
tcell,McGill0005,74,6961,N.data,138479,37
tcell,McGill0006,74,6245,19,42412,8
tcell,McGill0006,74,6245,N.data,115202,41
tcell,McGill0007,74,5333,19,29372,6
tcell,McGill0007,74,5333,N.data,87826,37
tcell,McGill0008,74,6084,19,24118,7
tcell,McGill0008,74,6084,N.data,99532,31
tcell,McGill0009,74,6138,19,32860,7
tcell,McGill0009,74,6138,N.data,93319,30
tcell,McGill0010,74,5522,19,38471,9
tcell,McGill0010,74,5522,N.data,99781,35
tcell,McGill0011,74,5368,19,24829,7
tcell,McGill0011,74,5368,N.data,99292,37
tcell,McGill0024,74,4763,19,24596,7
tcell,McGill0024,74,4763,N.data,78453,35
tcell,McGill0025,74,9703,19,55409,6
tcell,McGill0025,74,9703,N.data,175120,38
tcell,McGill0026,74,4844,19,22782,7
tcell,McGill0026,74,4844,N.data,78804,33
tcell,McGill0027,74,6461,19,38955,9
tcell,McGill0027,74,6461,N.data,111201,32
tcell,McGill0028,74,6707,19,36987,8
tcell,McGill0028,74,6707,N.data,114901,32
tcell,McGill0029,74,8571,19,46170,7
tcell,McGill0029,74,8571,N.data,134786,30
tcell,McGill0059,74,6472,19,34582,6
tcell,McGill0059,74,6472,N.data,97171,28
tcell,McGill0095,74,6111,19,34155,6
tcell,McGill0095,74,6111,N.data,99587,31
tcell,McGill0102,74,5942,19,30295,6
tcell,McGill0102,74,5942,N.data,89151,31
tcell,McGill0106,74,4555,19,25033,7
tcell,McGill0106,74,4555,N.data,69971,30
tcell,McGill0107,74,7166,19,39853,6
tcell,McGill0107,74,7166,N.data,121321,34
bcell,McGill0091,74,4823,19,25038,7
bcell,McGill0091,74,4823,N.data,72775,30
