N.data,n.segments,case,sum.splits,max.depth,max.segments
429,429,worst,91806,428,N.data
430,10,best.heuristic,1266,9,10
430,10,worst,4245,429,10
430,430,best.heuristic,3359,9,N.data
430,430,worst,92235,429,N.data
431,10,best.heuristic,1268,9,10
431,10,worst,4255,430,10
431,431,best.heuristic,3368,9,N.data
431,431,worst,92665,430,N.data
432,10,best.heuristic,1274,9,10
432,10,worst,4265,431,10
432,432,best.heuristic,3377,9,N.data
432,432,worst,93096,431,N.data
434,10,best.heuristic,1279,9,10
434,10,worst,4285,433,10
434,434,best.heuristic,3395,9,N.data
434,434,worst,93961,433,N.data
435,10,best.heuristic,1281,9,10
435,10,worst,4295,434,10
435,435,best.heuristic,3404,9,N.data
435,435,worst,94395,434,N.data
437,10,best.heuristic,1287,9,10
437,10,worst,4315,436,10
437,437,best.heuristic,3422,9,N.data
437,437,worst,95266,436,N.data
438,10,best.heuristic,1290,9,10
438,10,worst,4325,437,10
438,438,best.heuristic,3431,9,N.data
438,438,worst,95703,437,N.data
439,10,best.heuristic,1292,9,10
439,10,worst,4335,438,10
439,439,best.heuristic,3440,9,N.data
439,439,worst,96141,438,N.data
441,10,best.heuristic,1299,9,10
441,10,worst,4355,440,10
441,441,best.heuristic,3458,9,N.data
441,441,worst,97020,440,N.data
443,10,best.heuristic,1304,9,10
443,10,worst,4375,442,10
443,443,best.heuristic,3476,9,N.data
443,443,worst,97903,442,N.data
444,10,best.heuristic,1308,9,10
444,10,worst,4385,443,10
444,444,best.heuristic,3485,9,N.data
444,444,worst,98346,443,N.data
445,10,best.heuristic,1310,9,10
445,10,worst,4395,444,10
445,445,best.heuristic,3494,9,N.data
445,445,worst,98790,444,N.data
446,10,best.heuristic,1313,9,10
446,10,worst,4405,445,10
446,446,best.heuristic,3503,9,N.data
446,446,worst,99235,445,N.data
447,10,best.heuristic,1315,9,10
447,10,worst,4415,446,10
447,447,best.heuristic,3512,9,N.data
447,447,worst,99681,446,N.data
448,10,best.heuristic,1323,9,10
448,10,worst,4425,447,10
448,448,best.heuristic,3521,9,N.data
448,448,worst,100128,447,N.data
449,10,best.heuristic,1325,9,10
449,10,worst,4435,448,10
449,449,best.heuristic,3530,9,N.data
449,449,worst,100576,448,N.data
450,10,best.heuristic,1328,9,10
450,10,worst,4445,449,10
450,450,best.heuristic,3539,9,N.data
450,450,worst,101025,449,N.data
451,10,best.heuristic,1330,9,10
451,10,worst,4455,450,10
451,451,best.heuristic,3548,9,N.data
451,451,worst,101475,450,N.data
452,10,best.heuristic,1334,9,10
452,10,worst,4465,451,10
452,452,best.heuristic,3557,9,N.data
452,452,worst,101926,451,N.data
453,10,best.heuristic,1336,9,10
453,10,worst,4475,452,10
453,453,best.heuristic,3566,9,N.data
453,453,worst,102378,452,N.data
454,10,best.heuristic,1339,9,10
454,10,worst,4485,453,10
454,454,best.heuristic,3575,9,N.data
454,454,worst,102831,453,N.data
456,10,best.heuristic,1346,9,10
456,10,worst,4505,455,10
456,456,best.heuristic,3593,9,N.data
456,456,worst,103740,455,N.data
457,10,best.heuristic,1348,9,10
457,10,worst,4515,456,10
457,457,best.heuristic,3602,9,N.data
457,457,worst,104196,456,N.data
458,10,best.heuristic,1351,9,10
458,10,worst,4525,457,10
458,458,best.heuristic,3611,9,N.data
458,458,worst,104653,457,N.data
459,10,best.heuristic,1353,9,10
459,10,worst,4535,458,10
459,459,best.heuristic,3620,9,N.data
459,459,worst,105111,458,N.data
460,10,best.heuristic,1357,9,10
460,10,worst,4545,459,10
460,460,best.heuristic,3629,9,N.data
460,460,worst,105570,459,N.data
461,10,best.heuristic,1359,9,10
461,10,worst,4555,460,10
461,461,best.heuristic,3638,9,N.data
461,461,worst,106030,460,N.data
462,10,best.heuristic,1362,9,10
462,10,worst,4565,461,10
462,462,best.heuristic,3647,9,N.data
462,462,worst,106491,461,N.data
463,10,best.heuristic,1364,9,10
463,10,worst,4575,462,10
463,463,best.heuristic,3656,9,N.data
463,463,worst,106953,462,N.data
464,10,best.heuristic,1370,9,10
464,10,worst,4585,463,10
464,464,best.heuristic,3665,9,N.data
464,464,worst,107416,463,N.data
465,10,best.heuristic,1372,9,10
465,10,worst,4595,464,10
465,465,best.heuristic,3674,9,N.data
465,465,worst,107880,464,N.data
466,10,best.heuristic,1375,9,10
466,10,worst,4605,465,10
466,466,best.heuristic,3683,9,N.data
466,466,worst,108345,465,N.data
467,10,best.heuristic,1377,9,10
467,10,worst,4615,466,10
467,467,best.heuristic,3692,9,N.data
467,467,worst,108811,466,N.data
468,10,best.heuristic,1381,9,10
468,10,worst,4625,467,10
468,468,best.heuristic,3701,9,N.data
468,468,worst,109278,467,N.data
469,10,best.heuristic,1383,9,10
469,10,worst,4635,468,10
469,469,best.heuristic,3710,9,N.data
469,469,worst,109746,468,N.data
470,10,best.heuristic,1386,9,10
470,10,worst,4645,469,10
470,470,best.heuristic,3719,9,N.data
470,470,worst,110215,469,N.data
471,10,best.heuristic,1388,9,10
471,10,worst,4655,470,10
471,471,best.heuristic,3728,9,N.data
471,471,worst,110685,470,N.data
472,10,best.heuristic,1393,9,10
472,10,worst,4665,471,10
472,472,best.heuristic,3737,9,N.data
472,472,worst,111156,471,N.data
473,10,best.heuristic,1395,9,10
473,10,worst,4675,472,10
473,473,best.heuristic,3746,9,N.data
473,473,worst,111628,472,N.data
474,10,best.heuristic,1398,9,10
474,10,worst,4685,473,10
474,474,best.heuristic,3755,9,N.data
474,474,worst,112101,473,N.data
475,10,best.heuristic,1400,9,10
475,10,worst,4695,474,10
475,475,best.heuristic,3764,9,N.data
475,475,worst,112575,474,N.data
476,10,best.heuristic,1404,9,10
476,10,worst,4705,475,10
476,476,best.heuristic,3773,9,N.data
476,476,worst,113050,475,N.data
477,10,best.heuristic,1406,9,10
477,10,worst,4715,476,10
477,477,best.heuristic,3782,9,N.data
477,477,worst,113526,476,N.data
478,10,best.heuristic,1409,9,10
478,10,worst,4725,477,10
478,478,best.heuristic,3791,9,N.data
478,478,worst,114003,477,N.data
479,10,best.heuristic,1411,9,10
479,10,worst,4735,478,10
479,479,best.heuristic,3800,9,N.data
479,479,worst,114481,478,N.data
481,10,best.heuristic,1420,9,10
481,10,worst,4755,480,10
481,481,best.heuristic,3818,9,N.data
481,481,worst,115440,480,N.data
482,10,best.heuristic,1423,9,10
482,10,worst,4765,481,10
482,482,best.heuristic,3827,9,N.data
482,482,worst,115921,481,N.data
484,10,best.heuristic,1429,9,10
484,10,worst,4785,483,10
484,484,best.heuristic,3845,9,N.data
484,484,worst,116886,483,N.data
485,10,best.heuristic,1431,9,10
485,10,worst,4795,484,10
485,485,best.heuristic,3854,9,N.data
485,485,worst,117370,484,N.data
486,10,best.heuristic,1434,9,10
486,10,worst,4805,485,10
486,486,best.heuristic,3863,9,N.data
486,486,worst,117855,485,N.data
487,10,best.heuristic,1436,9,10
487,10,worst,4815,486,10
487,487,best.heuristic,3872,9,N.data
487,487,worst,118341,486,N.data
489,10,best.heuristic,1443,9,10
489,10,worst,4835,488,10
489,489,best.heuristic,3890,9,N.data
489,489,worst,119316,488,N.data
490,10,best.heuristic,1446,9,10
490,10,worst,4845,489,10
490,490,best.heuristic,3899,9,N.data
490,490,worst,119805,489,N.data
491,10,best.heuristic,1448,9,10
491,10,worst,4855,490,10
491,491,best.heuristic,3908,9,N.data
491,491,worst,120295,490,N.data
492,10,best.heuristic,1452,9,10
492,10,worst,4865,491,10
492,492,best.heuristic,3917,9,N.data
492,492,worst,120786,491,N.data
493,10,best.heuristic,1454,9,10
493,10,worst,4875,492,10
493,493,best.heuristic,3926,9,N.data
493,493,worst,121278,492,N.data
494,10,best.heuristic,1457,9,10
494,10,worst,4885,493,10
494,494,best.heuristic,3935,9,N.data
494,494,worst,121771,493,N.data
495,10,best.heuristic,1459,9,10
495,10,worst,4895,494,10
495,495,best.heuristic,3944,9,N.data
495,495,worst,122265,494,N.data
496,10,best.heuristic,1465,9,10
496,10,worst,4905,495,10
496,496,best.heuristic,3953,9,N.data
496,496,worst,122760,495,N.data
497,10,best.heuristic,1467,9,10
497,10,worst,4915,496,10
497,497,best.heuristic,3962,9,N.data
497,497,worst,123256,496,N.data
498,10,best.heuristic,1470,9,10
498,10,worst,4925,497,10
498,498,best.heuristic,3971,9,N.data
498,498,worst,123753,497,N.data
499,10,best.heuristic,1472,9,10
499,10,worst,4935,498,10
499,499,best.heuristic,3980,9,N.data
499,499,worst,124251,498,N.data
500,10,best.heuristic,1476,9,10
500,10,worst,4945,499,10
500,500,best.heuristic,3989,9,N.data
500,500,worst,124750,499,N.data
501,10,best.heuristic,1478,9,10
501,10,worst,4955,500,10
501,501,best.heuristic,3998,9,N.data
501,501,worst,125250,500,N.data
502,10,best.heuristic,1481,9,10
502,10,worst,4965,501,10
502,502,best.heuristic,4007,9,N.data
502,502,worst,125751,501,N.data
503,10,best.heuristic,1483,9,10
503,10,worst,4975,502,10
503,503,best.heuristic,4016,9,N.data
503,503,worst,126253,502,N.data
504,10,best.heuristic,1488,9,10
504,10,worst,4985,503,10
504,504,best.heuristic,4025,9,N.data
504,504,worst,126756,503,N.data
505,10,best.heuristic,1490,9,10
505,10,worst,4995,504,10
505,505,best.heuristic,4034,9,N.data
505,505,worst,127260,504,N.data
506,10,best.heuristic,1493,9,10
506,10,worst,5005,505,10
506,506,best.heuristic,4043,9,N.data
506,506,worst,127765,505,N.data
507,10,best.heuristic,1495,9,10
507,10,worst,5015,506,10
507,507,best.heuristic,4052,9,N.data
507,507,worst,128271,506,N.data
508,10,best.heuristic,1499,9,10
508,10,worst,5025,507,10
508,508,best.heuristic,4061,9,N.data
508,508,worst,128778,507,N.data
509,10,best.heuristic,1501,9,10
509,10,worst,5035,508,10
509,509,best.heuristic,4070,9,N.data
509,509,worst,129286,508,N.data
520,10,best.heuristic,1538,9,10
520,10,worst,5145,519,10
520,520,best.heuristic,4177,10,N.data
520,520,worst,134940,519,N.data
523,10,best.heuristic,1545,9,10
523,10,worst,5175,522,10
523,523,best.heuristic,4207,10,N.data
523,523,worst,136503,522,N.data
526,10,best.heuristic,1554,9,10
526,10,worst,5205,525,10
526,526,best.heuristic,4237,10,N.data
526,526,worst,138075,525,N.data
528,10,best.heuristic,1562,9,10
528,10,worst,5225,527,10
528,528,best.heuristic,4257,10,N.data
528,528,worst,139128,527,N.data
529,10,best.heuristic,1564,9,10
529,10,worst,5235,528,10
529,529,best.heuristic,4267,10,N.data
529,529,worst,139656,528,N.data
530,10,best.heuristic,1567,9,10
530,10,worst,5245,529,10
530,530,best.heuristic,4277,10,N.data
530,530,worst,140185,529,N.data
531,10,best.heuristic,1569,9,10
531,10,worst,5255,530,10
531,531,best.heuristic,4287,10,N.data
531,531,worst,140715,530,N.data
532,10,best.heuristic,1573,9,10
532,10,worst,5265,531,10
532,532,best.heuristic,4297,10,N.data
532,532,worst,141246,531,N.data
533,10,best.heuristic,1575,9,10
533,10,worst,5275,532,10
533,533,best.heuristic,4307,10,N.data
533,533,worst,141778,532,N.data
534,10,best.heuristic,1578,9,10
534,10,worst,5285,533,10
534,534,best.heuristic,4317,10,N.data
534,534,worst,142311,533,N.data
549,10,best.heuristic,1623,9,10
549,10,worst,5435,548,10
549,549,best.heuristic,4467,10,N.data
549,549,worst,150426,548,N.data
560,10,best.heuristic,1657,9,10
560,10,worst,5545,559,10
560,560,best.heuristic,4577,10,N.data
560,560,worst,156520,559,N.data
583,10,best.heuristic,1724,9,10
583,10,worst,5775,582,10
583,583,best.heuristic,4807,10,N.data
583,583,worst,169653,582,N.data
603,10,best.heuristic,1783,9,10
603,10,worst,5975,602,10
603,603,best.heuristic,5007,10,N.data
603,603,worst,181503,602,N.data
606,10,best.heuristic,1792,9,10
606,10,worst,6005,605,10
606,606,best.heuristic,5037,10,N.data
606,606,worst,183315,605,N.data
608,10,best.heuristic,1801,9,10
608,10,worst,6025,607,10
608,608,best.heuristic,5057,10,N.data
608,608,worst,184528,607,N.data
610,10,best.heuristic,1806,9,10
610,10,worst,6045,609,10
610,610,best.heuristic,5077,10,N.data
610,610,worst,185745,609,N.data
611,10,best.heuristic,1808,9,10
611,10,worst,6055,610,10
611,611,best.heuristic,5087,10,N.data
611,611,worst,186355,610,N.data
615,10,best.heuristic,1819,9,10
615,10,worst,6095,614,10
615,615,best.heuristic,5127,10,N.data
615,615,worst,188805,614,N.data
616,10,best.heuristic,1824,9,10
616,10,worst,6105,615,10
616,616,best.heuristic,5137,10,N.data
616,616,worst,189420,615,N.data
619,10,best.heuristic,1831,9,10
619,10,worst,6135,618,10
619,619,best.heuristic,5167,10,N.data
619,619,worst,191271,618,N.data
624,10,best.heuristic,1848,9,10
624,10,worst,6185,623,10
624,624,best.heuristic,5217,10,N.data
624,624,worst,194376,623,N.data
628,10,best.heuristic,1859,9,10
628,10,worst,6225,627,10
628,628,best.heuristic,5257,10,N.data
628,628,worst,196878,627,N.data
629,10,best.heuristic,1861,9,10
629,10,worst,6235,628,10
629,629,best.heuristic,5267,10,N.data
629,629,worst,197506,628,N.data
630,10,best.heuristic,1864,9,10
630,10,worst,6245,629,10
630,630,best.heuristic,5277,10,N.data
630,630,worst,198135,629,N.data
631,10,best.heuristic,1866,9,10
631,10,worst,6255,630,10
631,631,best.heuristic,5287,10,N.data
631,631,worst,198765,630,N.data
633,10,best.heuristic,1873,9,10
633,10,worst,6275,632,10
633,633,best.heuristic,5307,10,N.data
633,633,worst,200028,632,N.data
634,10,best.heuristic,1876,9,10
634,10,worst,6285,633,10
634,634,best.heuristic,5317,10,N.data
634,634,worst,200661,633,N.data
635,10,best.heuristic,1878,9,10
635,10,worst,6295,634,10
635,635,best.heuristic,5327,10,N.data
635,635,worst,201295,634,N.data
636,10,best.heuristic,1882,9,10
636,10,worst,6305,635,10
636,636,best.heuristic,5337,10,N.data
636,636,worst,201930,635,N.data
637,10,best.heuristic,1884,9,10
637,10,worst,6315,636,10
637,637,best.heuristic,5347,10,N.data
637,637,worst,202566,636,N.data
638,10,best.heuristic,1887,9,10
638,10,worst,6325,637,10
638,638,best.heuristic,5357,10,N.data
638,638,worst,203203,637,N.data
639,10,best.heuristic,1889,9,10
639,10,worst,6335,638,10
639,639,best.heuristic,5367,10,N.data
639,639,worst,203841,638,N.data
640,10,best.heuristic,1898,9,10
640,10,worst,6345,639,10
640,640,best.heuristic,5377,10,N.data
640,640,worst,204480,639,N.data
641,10,best.heuristic,1900,9,10
641,10,worst,6355,640,10
641,641,best.heuristic,5387,10,N.data
641,641,worst,205120,640,N.data
642,10,best.heuristic,1903,9,10
642,10,worst,6365,641,10
642,642,best.heuristic,5397,10,N.data
642,642,worst,205761,641,N.data
643,10,best.heuristic,1905,9,10
643,10,worst,6375,642,10
643,643,best.heuristic,5407,10,N.data
643,643,worst,206403,642,N.data
644,10,best.heuristic,1909,9,10
644,10,worst,6385,643,10
644,644,best.heuristic,5417,10,N.data
644,644,worst,207046,643,N.data
645,10,best.heuristic,1911,9,10
645,10,worst,6395,644,10
645,645,best.heuristic,5427,10,N.data
645,645,worst,207690,644,N.data
646,10,best.heuristic,1914,9,10
646,10,worst,6405,645,10
646,646,best.heuristic,5437,10,N.data
646,646,worst,208335,645,N.data
647,10,best.heuristic,1916,9,10
647,10,worst,6415,646,10
647,647,best.heuristic,5447,10,N.data
647,647,worst,208981,646,N.data
648,10,best.heuristic,1921,9,10
648,10,worst,6425,647,10
648,648,best.heuristic,5457,10,N.data
648,648,worst,209628,647,N.data
649,10,best.heuristic,1923,9,10
649,10,worst,6435,648,10
649,649,best.heuristic,5467,10,N.data
649,649,worst,210276,648,N.data
650,10,best.heuristic,1926,9,10
650,10,worst,6445,649,10
650,650,best.heuristic,5477,10,N.data
650,650,worst,210925,649,N.data
651,10,best.heuristic,1928,9,10
651,10,worst,6455,650,10
651,651,best.heuristic,5487,10,N.data
651,651,worst,211575,650,N.data
654,10,best.heuristic,1937,9,10
654,10,worst,6485,653,10
654,654,best.heuristic,5517,10,N.data
654,654,worst,213531,653,N.data
847,10,best.heuristic,2514,9,10
847,10,worst,8415,846,10
847,847,best.heuristic,7447,10,N.data
847,847,worst,358281,846,N.data
848,10,best.heuristic,2520,9,10
848,10,worst,8425,847,10
848,848,best.heuristic,7457,10,N.data
848,848,worst,359128,847,N.data
849,10,best.heuristic,2522,9,10
849,10,worst,8435,848,10
849,849,best.heuristic,7467,10,N.data
849,849,worst,359976,848,N.data
865,10,best.heuristic,2570,9,10
865,10,worst,8595,864,10
865,865,best.heuristic,7627,10,N.data
865,865,worst,373680,864,N.data
867,10,best.heuristic,2575,9,10
867,10,worst,8615,866,10
867,867,best.heuristic,7647,10,N.data
867,867,worst,375411,866,N.data
868,10,best.heuristic,2579,9,10
868,10,worst,8625,867,10
868,868,best.heuristic,7657,10,N.data
868,868,worst,376278,867,N.data
869,10,best.heuristic,2581,9,10
869,10,worst,8635,868,10
869,869,best.heuristic,7667,10,N.data
869,869,worst,377146,868,N.data
870,10,best.heuristic,2584,9,10
870,10,worst,8645,869,10
870,870,best.heuristic,7677,10,N.data
870,870,worst,378015,869,N.data
1381,10,best.heuristic,4115,9,10
1381,10,worst,13755,1380,10
1381,1381,best.heuristic,13144,11,N.data
1381,1381,worst,952890,1380,N.data
1382,10,best.heuristic,4118,9,10
1382,10,worst,13765,1381,10
1382,1382,best.heuristic,13155,11,N.data
1382,1382,worst,954271,1381,N.data
1383,10,best.heuristic,4120,9,10
1383,10,worst,13775,1382,10
1383,1383,best.heuristic,13166,11,N.data
1383,1383,worst,955653,1382,N.data
1384,10,best.heuristic,4125,9,10
1384,10,worst,13785,1383,10
1384,1384,best.heuristic,13177,11,N.data
1384,1384,worst,957036,1383,N.data
1385,10,best.heuristic,4127,9,10
1385,10,worst,13795,1384,10
1385,1385,best.heuristic,13188,11,N.data
1385,1385,worst,958420,1384,N.data
1485,10,best.heuristic,4426,9,10
1485,10,worst,14795,1484,10
1485,1485,best.heuristic,14288,11,N.data
1485,1485,worst,1101870,1484,N.data
1486,10,best.heuristic,4429,9,10
1486,10,worst,14805,1485,10
1486,1486,best.heuristic,14299,11,N.data
1486,1486,worst,1103355,1485,N.data
1487,10,best.heuristic,4431,9,10
1487,10,worst,14815,1486,10
1487,1487,best.heuristic,14310,11,N.data
1487,1487,worst,1104841,1486,N.data
1488,10,best.heuristic,4437,9,10
1488,10,worst,14825,1487,10
1488,1488,best.heuristic,14321,11,N.data
1488,1488,worst,1106328,1487,N.data
1860,10,best.heuristic,5552,9,10
1860,10,worst,18545,1859,10
1860,1860,best.heuristic,18413,11,N.data
1860,1860,worst,1728870,1859,N.data
1861,10,best.heuristic,5554,9,10
1861,10,worst,18555,1860,10
1861,1861,best.heuristic,18424,11,N.data
1861,1861,worst,1730730,1860,N.data
1862,10,best.heuristic,5557,9,10
1862,10,worst,18565,1861,10
1862,1862,best.heuristic,18435,11,N.data
1862,1862,worst,1732591,1861,N.data
1864,10,best.heuristic,5564,9,10
1864,10,worst,18585,1863,10
1864,1864,best.heuristic,18457,11,N.data
1864,1864,worst,1736316,1863,N.data
1865,10,best.heuristic,5566,9,10
1865,10,worst,18595,1864,10
1865,1865,best.heuristic,18468,11,N.data
1865,1865,worst,1738180,1864,N.data
1944,10,best.heuristic,5803,9,10
1944,10,worst,19385,1943,10
1944,1944,best.heuristic,19337,11,N.data
1944,1944,worst,1888596,1943,N.data
1946,10,best.heuristic,5808,9,10
1946,10,worst,19405,1945,10
1946,1946,best.heuristic,19359,11,N.data
1946,1946,worst,1892485,1945,N.data
1947,10,best.heuristic,5810,9,10
1947,10,worst,19415,1946,10
1947,1947,best.heuristic,19370,11,N.data
1947,1947,worst,1894431,1946,N.data
1948,10,best.heuristic,5814,9,10
1948,10,worst,19425,1947,10
1948,1948,best.heuristic,19381,11,N.data
1948,1948,worst,1896378,1947,N.data
1951,10,best.heuristic,5821,9,10
1951,10,worst,19455,1950,10
1951,1951,best.heuristic,19414,11,N.data
1951,1951,worst,1902225,1950,N.data
1953,10,best.heuristic,5830,9,10
1953,10,worst,19475,1952,10
1953,1953,best.heuristic,19436,11,N.data
1953,1953,worst,1906128,1952,N.data
1954,10,best.heuristic,5833,9,10
1954,10,worst,19485,1953,10
1954,1954,best.heuristic,19447,11,N.data
1954,1954,worst,1908081,1953,N.data
1955,10,best.heuristic,5835,9,10
1955,10,worst,19495,1954,10
1955,1955,best.heuristic,19458,11,N.data
1955,1955,worst,1910035,1954,N.data
1956,10,best.heuristic,5839,9,10
1956,10,worst,19505,1955,10
1956,1956,best.heuristic,19469,11,N.data
1956,1956,worst,1911990,1955,N.data
2033,10,best.heuristic,6068,9,10
2033,10,worst,20275,2032,10
2033,2033,best.heuristic,20316,11,N.data
2033,2033,worst,2065528,2032,N.data
2034,10,best.heuristic,6071,9,10
2034,10,worst,20285,2033,10
2034,2034,best.heuristic,20327,11,N.data
2034,2034,worst,2067561,2033,N.data
2035,10,best.heuristic,6073,9,10
2035,10,worst,20295,2034,10
2035,2035,best.heuristic,20338,11,N.data
2035,2035,worst,2069595,2034,N.data
2036,10,best.heuristic,6077,9,10
2036,10,worst,20305,2035,10
2036,2036,best.heuristic,20349,11,N.data
2036,2036,worst,2071630,2035,N.data
2037,10,best.heuristic,6079,9,10
2037,10,worst,20315,2036,10
2037,2037,best.heuristic,20360,11,N.data
2037,2037,worst,2073666,2036,N.data
2199,10,best.heuristic,6565,9,10
2199,10,worst,21935,2198,10
2199,2199,best.heuristic,22293,12,N.data
2199,2199,worst,2416701,2198,N.data
2200,10,best.heuristic,6570,9,10
2200,10,worst,21945,2199,10
2200,2200,best.heuristic,22305,12,N.data
2200,2200,worst,2418900,2199,N.data
2201,10,best.heuristic,6572,9,10
2201,10,worst,21955,2200,10
2201,2201,best.heuristic,22317,12,N.data
2201,2201,worst,2421100,2200,N.data
2202,10,best.heuristic,6575,9,10
2202,10,worst,21965,2201,10
2202,2202,best.heuristic,22329,12,N.data
2202,2202,worst,2423301,2201,N.data
2203,10,best.heuristic,6577,9,10
2203,10,worst,21975,2202,10
2203,2203,best.heuristic,22341,12,N.data
2203,2203,worst,2425503,2202,N.data
2205,10,best.heuristic,6583,9,10
2205,10,worst,21995,2204,10
2205,2205,best.heuristic,22365,12,N.data
2205,2205,worst,2429910,2204,N.data
2383,10,best.heuristic,7116,9,10
2383,10,worst,23775,2382,10
2383,2383,best.heuristic,24501,12,N.data
2383,2383,worst,2838153,2382,N.data
2385,10,best.heuristic,7124,9,10
2385,10,worst,23795,2384,10
2385,2385,best.heuristic,24525,12,N.data
2385,2385,worst,2842920,2384,N.data
2386,10,best.heuristic,7127,9,10
2386,10,worst,23805,2385,10
2386,2386,best.heuristic,24537,12,N.data
2386,2386,worst,2845305,2385,N.data
2387,10,best.heuristic,7129,9,10
2387,10,worst,23815,2386,10
2387,2387,best.heuristic,24549,12,N.data
2387,2387,worst,2847691,2386,N.data
2388,10,best.heuristic,7133,9,10
2388,10,worst,23825,2387,10
2388,2388,best.heuristic,24561,12,N.data
2388,2388,worst,2850078,2387,N.data
2389,10,best.heuristic,7135,9,10
2389,10,worst,23835,2388,10
2389,2389,best.heuristic,24573,12,N.data
2389,2389,worst,2852466,2388,N.data
2390,10,best.heuristic,7138,9,10
2390,10,worst,23845,2389,10
2390,2390,best.heuristic,24585,12,N.data
2390,2390,worst,2854855,2389,N.data
3005,10,best.heuristic,8979,9,10
3005,10,worst,29995,3004,10
3005,3005,best.heuristic,31965,12,N.data
3005,3005,worst,4513510,3004,N.data
3006,10,best.heuristic,8982,9,10
3006,10,worst,30005,3005,10
3006,3006,best.heuristic,31977,12,N.data
3006,3006,worst,4516515,3005,N.data
3007,10,best.heuristic,8984,9,10
3007,10,worst,30015,3006,10
3007,3007,best.heuristic,31989,12,N.data
3007,3007,worst,4519521,3006,N.data
3008,10,best.heuristic,8992,9,10
3008,10,worst,30025,3007,10
3008,3008,best.heuristic,32001,12,N.data
3008,3008,worst,4522528,3007,N.data
3009,10,best.heuristic,8994,9,10
3009,10,worst,30035,3008,10
3009,3009,best.heuristic,32013,12,N.data
3009,3009,worst,4525536,3008,N.data
3010,10,best.heuristic,8997,9,10
3010,10,worst,30045,3009,10
3010,3010,best.heuristic,32025,12,N.data
3010,3010,worst,4528545,3009,N.data
3011,10,best.heuristic,8999,9,10
3011,10,worst,30055,3010,10
3011,3011,best.heuristic,32037,12,N.data
3011,3011,worst,4531555,3010,N.data
3012,10,best.heuristic,9003,9,10
3012,10,worst,30065,3011,10
3012,3012,best.heuristic,32049,12,N.data
3012,3012,worst,4534566,3011,N.data
3241,10,best.heuristic,9688,9,10
3241,10,worst,32355,3240,10
3241,3241,best.heuristic,34797,12,N.data
3241,3241,worst,5250420,3240,N.data
3245,10,best.heuristic,9699,9,10
3245,10,worst,32395,3244,10
3245,3245,best.heuristic,34845,12,N.data
3245,3245,worst,5263390,3244,N.data
3246,10,best.heuristic,9702,9,10
3246,10,worst,32405,3245,10
3246,3246,best.heuristic,34857,12,N.data
3246,3246,worst,5266635,3245,N.data
3247,10,best.heuristic,9704,9,10
3247,10,worst,32415,3246,10
3247,3247,best.heuristic,34869,12,N.data
3247,3247,worst,5269881,3246,N.data
3248,10,best.heuristic,9710,9,10
3248,10,worst,32425,3247,10
3248,3248,best.heuristic,34881,12,N.data
3248,3248,worst,5273128,3247,N.data
3249,10,best.heuristic,9712,9,10
3249,10,worst,32435,3248,10
3249,3249,best.heuristic,34893,12,N.data
3249,3249,worst,5276376,3248,N.data
3250,10,best.heuristic,9715,9,10
3250,10,worst,32445,3249,10
3250,3250,best.heuristic,34905,12,N.data
3250,3250,worst,5279625,3249,N.data
3252,10,best.heuristic,9721,9,10
3252,10,worst,32465,3251,10
3252,3252,best.heuristic,34929,12,N.data
3252,3252,worst,5286126,3251,N.data
3253,10,best.heuristic,9723,9,10
3253,10,worst,32475,3252,10
3253,3253,best.heuristic,34941,12,N.data
3253,3253,worst,5289378,3252,N.data
3254,10,best.heuristic,9726,9,10
3254,10,worst,32485,3253,10
3254,3254,best.heuristic,34953,12,N.data
3254,3254,worst,5292631,3253,N.data
3255,10,best.heuristic,9728,9,10
3255,10,worst,32495,3254,10
3255,3255,best.heuristic,34965,12,N.data
3255,3255,worst,5295885,3254,N.data
3256,10,best.heuristic,9733,9,10
3256,10,worst,32505,3255,10
3256,3256,best.heuristic,34977,12,N.data
3256,3256,worst,5299140,3255,N.data
3283,10,best.heuristic,9813,9,10
3283,10,worst,32775,3282,10
3283,3283,best.heuristic,35301,12,N.data
3283,3283,worst,5387403,3282,N.data
3285,10,best.heuristic,9819,9,10
3285,10,worst,32795,3284,10
3285,3285,best.heuristic,35325,12,N.data
3285,3285,worst,5393970,3284,N.data
3286,10,best.heuristic,9822,9,10
3286,10,worst,32805,3285,10
3286,3286,best.heuristic,35337,12,N.data
3286,3286,worst,5397255,3285,N.data
3287,10,best.heuristic,9824,9,10
3287,10,worst,32815,3286,10
3287,3287,best.heuristic,35349,12,N.data
3287,3287,worst,5400541,3286,N.data
3289,10,best.heuristic,9831,9,10
3289,10,worst,32835,3288,10
3289,3289,best.heuristic,35373,12,N.data
3289,3289,worst,5407116,3288,N.data
3290,10,best.heuristic,9834,9,10
3290,10,worst,32845,3289,10
3290,3290,best.heuristic,35385,12,N.data
3290,3290,worst,5410405,3289,N.data
3291,10,best.heuristic,9836,9,10
3291,10,worst,32855,3290,10
3291,3291,best.heuristic,35397,12,N.data
3291,3291,worst,5413695,3290,N.data
3553,10,best.heuristic,10623,9,10
3553,10,worst,35475,3552,10
3553,3553,best.heuristic,38541,12,N.data
3553,3553,worst,6310128,3552,N.data
3554,10,best.heuristic,10626,9,10
3554,10,worst,35485,3553,10
3554,3554,best.heuristic,38553,12,N.data
3554,3554,worst,6313681,3553,N.data
